Id;Label;timeset;isseed;seedrank;subscribercount;videocount;viewcount(100s);country;publishedat;daysactive
UCzi49Gp-XX9m5foHOWWGKeA;SOS ART;;yes;2;8773;58;2855;FR;2014-12-21T16:28:11.000Z;1758
UCKjDY4joMPcoRMmd-G1yz1Q;C est une autre histoire;;yes;4;231684;74;65928;FR;2015-06-27T09:28:11.000Z;1570
UCQMa1gqqiSAlP_Xwk0hBPSg;Le Baz Art ambulant;;yes;5;235;37;79;FR;2011-10-25T20:36:42.000Z;2911
UCLsjb-32UWEOlsKggOfxnIg;Pallas Athéné;;yes;6;5677;13;509;FR;2015-03-06T20:54:32.000Z;1683
UCjTZULESrd3WLIEhs6rfMQw;REG  ART;;yes;7;4206;30;476;FR;2016-02-11T15:12:42.000Z;1341
UCs-co4VM68JvRHI7LvSoRbg;L  artichaut;;yes;8;4726;54;5662;not set;2015-08-30T08:19:37.000Z;1506
UCZ17ceLrs__ZzLwx8IrEFkw;Muséonaute;;yes;13;14780;24;1835;FR;2016-06-24T19:33:56.000Z;1207
UCeV94bPERQK3_VqxxWRw6SQ;Samai Cédlart;;yes;10;0;19;4541;not set;2013-04-16T02:34:53.000Z;2372
UCL1ScW5p_7TF-uWdVo1WjTw;Art Comptant Pour Rien;;yes;11;35106;27;7022;BE;2016-05-01T15:31:45.000Z;1261
UCyAiVPzrW_o5PuNl6UH3JNg;Grand Palais;;yes;12;21545;792;73042;not set;2012-03-19T13:04:58.000Z;2765
UCqeQl48e0r-M30d_EVWfA2Q;Photo Synthèse;;yes;14;6576;108;2643;FR;2016-09-14T03:52:47.000Z;1125
UCQhw8EPGPbBeXthitpbCyuQ;L&O;;yes;15;0;15;167;FR;2015-10-27T14:30:23.000Z;1448
UC0LSiywzFEnZIDbXyE3y7NQ;Mr P;;yes;16;1967;40;586;FR;2015-09-27T02:59:44.000Z;1478
UCQq9fMRQhXOyOZeageaj6ag;NART l art en 3 coups de pinceau;;yes;17;31388;111;9686;FR;2015-04-10T07:34:35.000Z;1648
UCq9HhrwCKJZcYbLtsk1wErw;Grand écArt;;yes;18;7422;13;461;FR;2017-01-30T10:53:02.000Z;987
UCVcECecc_kaV9PeZVfm6TiA;VIDEODROME;;yes;19;2281;21;344;not set;2017-06-15T23:14:00.000Z;851
UCjqM_AfL1ZT-6r_CWj_uCxA;Plein Les Pixels;;yes;20;1349;111;414;not set;2014-08-28T19:03:48.000Z;1873
UCXg4udeWdzZbaL8Y8otOLSw;Esteban Grine;;yes;21;8652;68;1685;not set;2013-09-12T13:15:53.000Z;2223
UCbh42Dmxg7ecaUcCbBjOkuA;Otherside Chronique;;yes;22;87;3;20;not set;2013-10-28T19:00:33.000Z;2177
UCw9pOgsObfIcsrZ5n-pQq_g;Yohann From Outer Space;;yes;23;5109;18;1633;not set;2013-02-23T16:23:29.000Z;2424
UCvHft8Duo4NaHsxQr2l9TOA;PILOTE la chronique série;;yes;24;88470;25;24456;FR;2012-11-11T13:47:22.000Z;2528
UCcElGW0bhK4Wd5f8fluj0Cg;Pier -re;;yes;25;2045;75;558;FR;2015-02-04T11:26:44.000Z;1713
UCpfe3Yjy2jGJFRk-D7DVrXw;un bot pourrait faire ça;;yes;26;8707;25;877;FR;2016-04-13T10:49:38.000Z;1279
UClQVvXqYz7hyFNtvechntbA;Les ShowRunners;;yes;27;9456;209;11268;FR;2012-08-26T16:00:06.000Z;2605
UCBkNuuj09PAlnsCihZTYW2A;Miss Myu;;yes;28;2337;53;479;FR;2009-02-17T20:04:22.000Z;3891
UCO2NDv2Q76ur2Muue6WbCWQ;SweetBerry;;yes;29;3753;148;1105;FR;2015-06-12T08:25:02.000Z;1585
UC0JoDo2A6C8iKjcvaLO-Z3w;Le Clap;;yes;30;11733;36;3758;FR;2015-06-04T11:18:43.000Z;1593
UCN2fQteC9VUUK6JmjVGr49g;Simon Sees;;yes;31;1776;22;626;not set;2015-01-30T15:54:30.000Z;1718
UCVL2B0RUBPhOBjtKejLeIcg;Benjamin Cerbai;;yes;32;38059;588;25599;FR;2010-01-30T10:53:40.000Z;3544
UCvepqhNoU72y0Q8JvNDOmng;Licarion Rock;;yes;33;110432;116;142524;not set;2014-04-24T13:20:00.000Z;1999
UC-liFKW7eNY_nZ5T7yYxa5g;Les Relous;;yes;34;249;20;62;not set;2016-03-30T20:06:57.000Z;1293
UCWQu_FwZKlyhLTBr81BZ2Kg;Détective Geeleek  consultant en série et film;;yes;35;198;57;151;FR;2016-12-08T17:06:03.000Z;1040
UCoE1zHB74QsR22l-J6uK53Q;Game Spectrum;;yes;36;35188;12;5960;FR;2011-07-08T23:07:30.000Z;3020
UCMAOGbM65D7VzbVTmpKeKgQ;Le ciné-club de M. Bobine;;yes;37;38914;93;21248;FR;2014-06-18T21:30:50.000Z;1944
UC2FR3CXLhzfqCfTDOLzS_3Q;Osmosis;;yes;38;7872;56;1359;FR;2016-03-29T15:50:46.000Z;1294
UCbq4WwLfbhRxvyVYOTYU25g;UnDropDansLaMare;;yes;39;56185;111;45259;FR;2012-06-19T10:48:34.000Z;2673
UCGpmajWNv0fpY7q0MiPtVSA;Les Thaumatropes;;yes;40;7980;116;4676;not set;2014-05-04T22:29:48.000Z;1989
UCn2odfT6D4WPg4y-zRIgU5g;Fabien Campaner;;yes;41;60559;35;25572;FR;2011-09-27T12:34:14.000Z;2939
UCbbsbAqC2uYvyPX56TCBLrw;François Delski - Le Tost;;yes;42;3361;46;965;FR;2015-03-08T10:35:02.000Z;1681
UCxuNHXk3vlPaBXJUnX2vTSg;CulturePorn;;yes;43;43364;25;12534;not set;2016-08-08T22:08:12.000Z;1162
UCL-y95OCyfWeGVIH-gpG1aA;Karim Debbache;;yes;44;245337;31;328603;not set;2011-03-19T15:12:53.000Z;3131
UCQfrSok6xuClEq8bOwiEWfA;Doc Geraud;;yes;45;73533;51;16917;FR;2012-08-23T19:46:14.000Z;2608
UCEfpbmshpf-G90fGLla73kA;Bolchegeek;;yes;46;32717;37;12210;not set;2013-09-14T16:30:25.000Z;2221
UCwbV8cTR4yBgFdfa_BXV2OA;Le Fossoyeur de Films;;yes;47;716333;227;862234;FR;2012-09-15T18:38:57.000Z;2585
UCvoweapIz8M7_Hbd6CwxRKQ;FLIM;;yes;48;22864;22;3409;FR;2016-01-26T15:44:14.000Z;1357
UC9ba8F0t-wFiYUV-7ogVITw;Chroniques du Désert Rouge;;yes;49;8452;18;4419;FR;2015-12-08T08:41:42.000Z;1406
UCjUvDaBuJCyEwhuhb8_B_vA;Ashikara;;yes;50;7293;27;1089;not set;2006-06-22T19:19:49.000Z;4862
UCVdlvOXPHiH4ySKSqfoQYhQ;Amazing Lucy;;yes;51;9624;21;1475;FR;2012-03-26T17:18:17.000Z;2758
UCVf2py0nEmhiUH7pryhZdyg;Développeuse Du Dimanche;;yes;52;18112;55;5169;not set;2016-09-17T14:51:13.000Z;1122
UC9JQQll_r5k1O_Y18ymTp4g;Tania Louis;;yes;54;10989;57;3117;FR;2015-08-05T15:34:02.000Z;1531
UCQV0sUWgALswpyRjNwhQe-g;Tarveil - Nutrition is a Game;;yes;55;481;63;220;FR;2017-10-02T21:51:03.000Z;742
UCaTUwZuy7lq8XYTf74CnepQ;Connecsciences;;yes;56;1454;12;331;not set;2016-06-09T13:27:13.000Z;1222
UCRq9T1K8rNdcnNSiWFGYQwA;La Science Dans La Fiction;;yes;57;3979;46;1326;FR;2014-11-22T22:08:03.000Z;1787
UCzn6tpG3WqyVLWPYi4n8VaQ;Paléo-J;;yes;58;2828;30;747;not set;2013-06-25T14:47:49.000Z;2302
UCOhW7sWI8IeAi0ZYe-P3qRg;Medifact;;yes;59;3680;24;764;FR;2017-02-04T16:38:46.000Z;982
UCG-O7s_-BlT_mWGlYw-SEHg;Bio Logique;;yes;60;63943;43;23254;FR;2015-01-01T20:17:22.000Z;1747
UCXmsYqZMEJU3y_J8V-sW4NQ;Melvak;;yes;61;35878;28;6032;FR;2013-06-02T16:35:33.000Z;2325
UC7-ni1xUnNlcrM8BDShu9YA;Bobo Toubib;;yes;62;178;0;0;RE;2016-01-31T10:55:21.000Z;1352
UCdoTJOrvwrX3HvCuCLK3xDA;WhyDoc;;yes;63;7163;23;2198;FR;2014-05-23T08:25:57.000Z;1970
UCGl2QLR344ry4Y20RV9dM3g;Professeur Feuillage;;yes;64;123565;60;42352;FR;2014-09-01T11:33:12.000Z;1869
UCljzenfKIP4yauZGpK4TTAw;Matadon;;yes;65;3683;9;848;not set;2010-08-29T14:17:20.000Z;3333
UCetUcOmlHbepmh6NLea9l5g;PaleoWorld;;yes;66;3256;57;1010;FR;2016-04-26T12:44:04.000Z;1266
UCej7tmvtZ_ex9dZE-ZYS0EQ;Simplex Paléo;;yes;67;8918;51;4654;FR;2011-12-09T22:56:50.000Z;2866
UCj2sb4hak2L_UpW-1AQ6Qhw;Un Peu Pointu;;yes;68;10557;9;1061;not set;2016-05-30T18:03:55.000Z;1232
UC4FSWLjT6TooU3hi8vQVI6g;Vincent Jase;;yes;69;1220;33;731;CA;2016-05-08T19:32:07.000Z;1254
UCJ7_Ld2cIVY5MM3NcKW3D8A;Risque Alpha;;yes;70;19572;22;2666;not set;2016-07-31T10:23:31.000Z;1170
UCGmofCPlLo0W4L7HNfrHgEg;Aviscene;;yes;71;21178;39;14017;FR;2017-09-07T19:42:48.000Z;767
UC8MZDcFxb6FtogVEZ0Eyydg;Climen;;yes;72;29163;25;8503;FR;2011-04-28T07:53:43.000Z;3091
UCsziE76G6NjpCTTwoSEbwYQ;prof SVT 71;;yes;73;22930;144;26445;FR;2012-04-15T09:37:32.000Z;2738
UCI2B2YaPM6OgamrSemoZScg;Goana;;yes;74;684;11;299;FR;2016-02-11T11:23:22.000Z;1341
UC-Dmq5q3-FIBknv1TVIR__Q;Homo Fabulus;;yes;75;6718;11;691;not set;2017-04-21T21:51:17.000Z;906
UCOchT7ZJ4TXe3stdLW1Sfxw;Dans Ton Corps;;yes;76;619069;155;539458;FR;2016-04-11T15:23:07.000Z;1281
UCffpNbuQxGmf06YHFZcQ-OQ;la chaine de MOS;;yes;77;2076;77;902;FR;2014-08-25T12:32:55.000Z;1876
UCJ6-SDZAKKBm7c6p-eD6c5Q;Parlons Evolution;;yes;78;1290;48;267;FR;2016-10-09T13:46:27.000Z;1100
UCNF55p_Gqh6EUxincHK0w8g;Le Pharmachien;;yes;79;3130;8;1281;not set;2011-11-15T21:21:13.000Z;2890
UC5j3ir6MGVp2qmKbPZP7MbA;Viens Voir Le Docteur;;yes;80;1190;33;317;FR;2016-12-14T15:20:03.000Z;1034
UC9BnGZLT4iPaJtDOXYwQuHQ;Primum Non Nocere;;yes;81;90222;51;24569;FR;2014-08-24T11:58:17.000Z;1877
UCmQylwGI9yS9HtxA8f9WMTw;Strange Stuff and Funky Things;;yes;82;13700;9;1185;not set;2015-04-11T21:38:51.000Z;1647
UCDubCcTgXuPYICZWaf5rY2Q;Dr Mus;;yes;83;34913;14;14654;FR;2016-01-30T23:15:41.000Z;1353
UC2EYhsS52ykT6sQH5FXoY7g;Cervelle d oiseau;;yes;84;1645;23;334;FR;2017-02-06T17:11:58.000Z;980
UCNEWnUoWy0h8_6Fyt_59N1Q;M - Gigantoraptor;;yes;85;48765;191;30029;FR;2013-05-12T11:14:03.000Z;2346
UCT4vFGvS6swMGQcr6Cdu2Jg;Alexis Rastier;;yes;86;3358;44;1658;FR;2012-02-28T17:16:53.000Z;2785
UCpZODzFU3297WtWnnB8j6vQ;Cédrik JURASSIK;;yes;87;63786;85;48042;FR;2016-02-21T14:41:45.000Z;1331
UCMRIeHMKRW8gAFULPToat4Q;la P tite Jane;;yes;88;8757;27;1219;not set;2015-10-06T21:01:15.000Z;1469
UCZnVzAaoJu37Tkz6YJn4EUQ;L envers de la Blouse;;yes;89;5551;30;1311;FR;2016-03-24T14:52:58.000Z;1299
UC5Xp3SIgoA1DdWQT2OcWoOQ;Antomologie;;yes;90;364;30;66;not set;2017-07-08T11:31:47.000Z;828
UCv5MaoOOO9HervWWHZwwOjg;GenetiX;;yes;91;766;18;121;FR;2015-09-01T09:10:22.000Z;1504
UCDqEttzOpPbDoeC05HRPPDQ;Asclépios;;yes;114;80435;18;16640;FR;2016-07-14T22:23:51.000Z;1187
UC5z-dw1g1G2_twr2-RAtdHQ;Entracte Science;;yes;93;14362;162;16050;not set;2013-01-15T21:41:53.000Z;2463
UCtqICqGbPSbTN09K1_7VZ3Q;DirtyBiology;;yes;94;742089;71;426949;FR;2014-02-17T23:26:27.000Z;2065
UC1KxoDAzbWOWOhw5GbsE-Bw;ALT 236;;yes;95;109485;52;49238;FR;2016-08-31T18:09:46.000Z;1139
UCfO4BQD5_S1272GVmuXmTxA;Castor Mother;;yes;96;46580;64;15255;FR;2015-02-03T01:00:38.000Z;1714
UCpfLyZINZ1CkMVF81NHDXaA;BrainWhy;;yes;97;0;22;220;FR;2015-12-25T13:03:22.000Z;1389
UCBFKnRO_lG72CRcKyVSKe6Q;Caméléon Curieux;;yes;98;529;15;358;FR;2017-02-08T12:48:20.000Z;978
UCWEmr0wJE6V3bgUK_dlEN2A;Back to School Movies;;yes;99;337;7;161;not set;2017-10-08T15:35:54.000Z;736
UCToaRM06haIUw4uxvaGQCnA;Calidoscope - Les Topovaures;;yes;100;241170;62;162138;FR;2015-03-29T01:00:13.000Z;1660
UC2_OG1L8DLTzQ7UrZVOk7OA;Axolot;;yes;101;518820;28;171745;not set;2013-06-10T09:52:24.000Z;2317
UCoRReVQsekQ-tOwUo-lCOpA;Arkeo Toys;;yes;102;32369;38;13461;not set;2016-01-05T01:51:22.000Z;1378
UCd_ho3fwV39cuki6hKUSwZg;Terra Incognita;;yes;103;2328;43;768;FR;2016-02-28T22:54:08.000Z;1324
UCX9lsdsTKfTi1eqoyL-RS-Q;Mister Geopolitix;;yes;104;81262;71;19897;FR;2016-01-19T11:02:57.000Z;1364
UCKnQwqEcbWMu1qdOnayfbWA;L histoire-géo Au tableau;;yes;105;10600;23;10066;FR;2015-09-27T20:29:58.000Z;1478
UCIogkaC9Y6sRbzcz04_66oA;Le Quatrième Mur;;yes;106;347;4;71;FR;2014-09-02T12:02:41.000Z;1868
UCAcAnMF0OrCtUep3Y4M-ZPw;HugoDécrypte;;yes;107;310349;265;207182;FR;2015-11-19T19:48:59.000Z;1425
UCBo6bcRr2D9UnkMbgeEEMbw;Point G;;yes;108;1526;23;283;FR;2016-01-13T20:31:14.000Z;1370
UCp6rG9KqxwsdwgVY1D2dqWA;La Geozone;;yes;109;3913;55;2694;IO;2016-03-24T17:29:41.000Z;1299
UCCEnEn-a-1XI3VKMzvk2fSg;UTOPIA Univers;;yes;110;246;8;27;not set;2017-07-02T12:23:17.000Z;834
UCX2dIyMEQMWy3AQBlq1CYXQ;TéléCrayon;;yes;111;80236;209;96709;FR;2012-09-02T17:48:40.000Z;2598
UCLhOJJbPciPdocXTaAk2SdA;Passé sauvage;;yes;112;66329;36;8543;FR;2015-08-22T19:20:37.000Z;1514
UC_Ll41JS0VQO9L1iOv6LDQg;Aude GG;;yes;113;78470;36;16766;FR;2013-06-28T17:39:07.000Z;2299
UCzj9-ZfpJ74vYv1RZzAWTVg;Confessions d Histoire;;yes;115;127983;11;35968;FR;2015-02-06T09:41:30.000Z;1711
UC7ktqoCpxEbP9TV-xQLTonQ;Boneless Archéologie;;yes;116;3423;63;688;not set;2017-10-31T19:05:16.000Z;713
UCDB2qWL_20CgNC22fgPz00w;ANALEPSE;;yes;117;35988;34;5663;FR;2015-08-04T11:39:35.000Z;1532
UCuzwN74da6dfHW69r4S2qJg;Parlons Y-stoire;;yes;118;58610;64;26608;FR;2014-05-30T18:28:37.000Z;1963
UCCGRtSqLfljpX9mzCYDsQIg;Questions d Histoire;;yes;119;167387;30;55238;FR;2016-02-29T17:50:48.000Z;1323
UCiWrr_SnP8eK-_9yJWFzbEA;Sur le champ;;yes;120;27826;46;14234;FR;2016-05-18T19:16:35.000Z;1244
UCUP3KJnzQLN6aA_Rmd2U17w;Bonnie Soubise;;yes;121;201;2;18;FR;2017-06-28T21:25:58.000Z;838
UCacgofzftbbkUhcftPvUzQg;AlterHis;;yes;122;160808;96;128695;FR;2014-12-15T11:15:42.000Z;1764
UCFAR8XqMHTSB32e7okK0DWw;Pour La Petite Histoire;;yes;123;259100;75;159109;FR;2014-09-21T03:52:24.000Z;1849
UCtPPkaXk1DXerZEvfPb4ssA;Salon de l Histoire;;yes;124;38398;16;14352;FR;2017-01-31T12:25:40.000Z;986
UCP46_MXP_WG_auH88FnfS1A;Nota Bene;;yes;125;897128;193;655206;not set;2014-08-24T19:12:20.000Z;1877
UClgn1YAOlHPHNuhamI-GyAQ;Kif-kif Bourricot;;yes;126;496;9;52;FR;2017-05-13T19:50:03.000Z;884
UCbMwZeGQwv3lrwELbojTYNw;Signes&Vous;;yes;127;2710;48;1859;FR;2015-08-25T10:20:39.000Z;1511
UCoB1M5fbdQRGW05ubC3WjmA;Lyokoï Kun;;yes;128;566;37;220;FR;2015-06-30T20:57:21.000Z;1567
UCofQxJWd4qkqc7ZgaLkZfcw;Linguisticae;;yes;129;228436;152;130898;FR;2014-12-20T21:03:52.000Z;1759
UCeEb8pfFV5zWNX2fCiG6UDw;L insolente linguiste;;yes;130;5363;4;522;CA;2016-03-19T16:33:06.000Z;1304
UCiS98AQGiMcu-cTIO9iZv_g;Code MU;;yes;131;69315;77;27342;FR;2014-05-26T09:55:47.000Z;1967
UCvVafVKjq6rA3bL4yGcaB8w;apprendreunelangue;;yes;132;3130;55;1709;FR;2015-05-21T11:32:44.000Z;1607
UC1ipKNAWcHhmcqKUEGg1RMg;Le Monde des Langues;;yes;133;17557;242;11662;not set;2015-10-19T15:52:28.000Z;1456
UC0efyK_-Athm8yhyjNSqndQ;Les Langues de Cha;;yes;134;18832;15;3069;not set;2015-02-18T19:30:09.000Z;1699
UCV7LqtLm0-NW4x1W5AUu-QA;La Minute Belge;;yes;135;8480;44;6814;BE;2015-12-21T16:51:22.000Z;1393
UC8miF2H8VfLDDGeslNaWHfQ;Elles Comme Linguistes;;yes;136;3681;47;1085;not set;2016-07-10T10:31:50.000Z;1191
UC3rbgmQApsfAhvQ5Oa0azsQ;Langue des signes;;yes;137;15745;737;18719;FR;2014-07-20T21:47:25.000Z;1912
UCby-z5MMfbJVfecN6pTb8Aw;John Khatal;;yes;138;470;12;218;FR;2015-01-27T11:07:35.000Z;1721
UCXw2TBQp-GEhM1bsBASuv8g;Monsieur Wild;;yes;139;7765;58;4188;FR;2013-10-20T15:45:34.000Z;2185
UCrpqKTyAxJWSpwmA_BfWTjw;Le Tropeur;;yes;140;56490;143;33918;FR;2008-03-07T18:02:45.000Z;4238
UCFyaA9LoooQrLiDvP0R7GpA;Mediaclasse.fr;;yes;141;52134;76;42361;FR;2014-10-18T09:56:40.000Z;1822
UC32vOdZp-NN4eZZhJrUNR6w;Les boloss des belles lettres;;yes;142;31693;19;25531;FR;2016-01-21T16:20:52.000Z;1362
UC_9Z28lA28JxAgFv-m4_nlw;Miss Book;;yes;143;32702;50;6969;FR;2014-11-30T19:10:33.000Z;1779
UCVsO79cFjOcoei3PywQEWDA;Rendez-Vous Contes !;;yes;144;2127;87;962;FR;2016-09-26T19:03:04.000Z;1113
UCe9R7vA0HkcRil8FyL5Zn8g;Moun;;yes;145;4990;27;1617;FR;2011-09-30T16:53:25.000Z;2936
UCkv82c0G9Qn1vUZ2mBcOn4A;L Homme Littéraire;;yes;146;13297;18;1941;FR;2015-04-15T18:42:13.000Z;1643
UCjdpk8jgWwkFaf781O-gN0w;Tes grands auteurs en petits morceaux;;yes;147;2960;20;3035;not set;2015-07-28T13:54:08.000Z;1539
UCe4hvDqpoxbbDfw0vpEi9Ow;C est pas un drame;;yes;148;324;2;82;FR;2016-05-01T08:37:27.000Z;1261
UC-XaweTnPBhPM-2hbE6xCJQ;L Arche;;yes;149;5927;58;2288;FR;2016-01-21T13:24:53.000Z;1362
UCvpC3r6uMufMM5qb3c0QtDw;Nine Gorman;;yes;150;77559;227;53246;FR;2013-03-30T23:23:53.000Z;2389
UCO-YDXoZJNVJFmF1UJ17rEw;La Brigade du Livre;;yes;151;37617;38;7777;FR;2015-01-13T17:04:22.000Z;1735
UCslIRp_iqIcPRa1jBLdzkqQ;Les Littératrices;;yes;152;493;5;47;not set;2018-07-21T18:06:08.000Z;450
UCJd1AFjN9vIgVDDB6UE2UQg;Qu est-ce qu on lit ?;;yes;153;2557;15;621;FR;2017-08-11T14:20:50.000Z;794
UCvFUHbJieL0AzVHHbgfhk7A;Northern Rufio;;yes;154;28160;46;11738;not set;2010-11-12T21:24:56.000Z;3258
UCKlALB5Gf4mxD1u47f2viqA;Les ptites Leds;;yes;155;147;5;15;not set;2017-02-23T20:10:44.000Z;963
UC2XIqez2q8sk2bd8YcAok5Q;Le Mock;;yes;156;59823;76;22150;FR;2015-01-15T16:44:59.000Z;1733
UCAmsG64faWTwlpGCfHQ3mig;Bulledop;;yes;157;66973;185;36516;FR;2012-06-19T11:37:27.000Z;2673
UCTPzoCNshrEPdLSzbiJaFdg;L  Archéonaute;;yes;158;1983;27;553;not set;2013-07-12T20:23:42.000Z;2285
UCln6vislBhUyBov49ttln0w;Piko Books;;yes;160;3713;101;1320;not set;2016-04-13T18:14:52.000Z;1279
UCJgYXYDJV9UZfxMcKuvc-0g;Le Marque-Page;;yes;161;13988;33;2875;not set;2015-04-10T11:52:47.000Z;1648
UC4PasDd25MXqlXBogBw9CAg;Mickaël Launay;;yes;162;351319;155;271039;FR;2011-09-08T11:04:01.000Z;2958
UCaDqmzanCq4ZYhdEm0Df9Qg;Yvan Monka;;yes;163;439175;1237;648157;FR;2008-09-21T20:41:35.000Z;4040
UC9ciJmrLjCCkzTjQom6UlSw;L.P.B. Maths vidéo;;yes;164;1500;106;3226;FR;2012-12-07T22:03:33.000Z;2502
UC5v3n77j1YPvgS46-4G6qlg;Automaths;;yes;165;1206;23;265;FR;2017-11-30T19:27:32.000Z;683
UCDjXdK_Jg_0OqRlRhKiZ_Rw;Hans Amble - Puissance Maths;;yes;166;8034;1959;13651;FR;2016-03-13T14:15:26.000Z;1310
UCC_Uk-ByD_o3ZvsvRvHlX-A;Professeur Culture Précieuse;;yes;167;4678;68;2285;FR;2014-05-29T19:37:46.000Z;1964
UC0NCbj8CxzeCGIF6sODJ-7A;Science4All;;yes;168;159325;220;94922;FR;2016-02-10T11:08:14.000Z;1342
UCWty1tzwZW_ZNSp5GVGteaA;La statistique expliquée à mon chat;;yes;169;219766;21;53815;BE;2016-03-09T17:06:02.000Z;1314
UCo-O74A4qVz6nq5cfCIee6w;jaicompris Maths;;yes;170;92276;1020;122783;FR;2013-02-25T15:08:24.000Z;2422
UCgkhWgBGRp0sdFy2MHDWfSg;El Jj;;yes;172;60582;33;29871;not set;2013-09-24T08:47:17.000Z;2211
UCGzrP5k8VwAPqs1F5Dr8khA;Math un peu ça;;yes;173;905;9;251;not set;2017-02-22T23:48:45.000Z;964
UCM3jQ0eL9XJBgklR98xXxfA;Médiapason;;yes;174;1488;21;146;not set;2016-04-16T22:57:29.000Z;1276
UCHL0yzuBvMDqY2DVoKep3EQ;L opéra et ses zouz;;yes;175;5253;47;1936;FR;2016-10-01T18:44:45.000Z;1108
UCi_GOrrbCes6bwvbsw9gBwQ;Le Rapporteur;;yes;176;14455;15;2114;FR;2016-09-19T11:29:22.000Z;1120
UCIGBwNwDKxjCOUE-0HxtVLw;Breakfast In Backstage;;yes;177;21753;19;8979;not set;2014-04-28T16:07:25.000Z;1995
UCR1x4S_tqNDiZN71YstsAmg;Scherzando - la Musique Badine;;yes;178;18629;62;5649;FR;2007-05-13T13:25:21.000Z;4537
